New_Group	Group	Order	Taxa	NDVI_37DAP_2017	NDVI_44DAP_2017	NDVI_60DAP_2017	NDVI_73DAP_2017	NDVI_115DAP_2017	FT_2017	PH_2017	EH_2017
unclassified	unclassified	311	AMES12814	114.3	120.47	125.63	129.02	128.03	87	173	101
popcorn	unclassified	312	PI340860	112.52	123.1	128.13	128.56	126.8	77	129	66
unclassified	unclassified	313	PI558530	114.43	125.08	131.48	132.69	138.7	92	149	82
sweet corn	sweet corn	314	PI358525	115.97	120.69	127.78	129.27	126.91	80	129	69
unclassified	unclassified	315	PI535914	113.6	121.25	124.17	125.56	123.69	68	110	46
unclassified	unclassified	316	PI200179	114.55	123.73	127.49	128.43	131.88	71	107	75
non-stiff stalk	non-stiff stalk	317	NSL30059	116.67	122.14	128.47	128.64	122.41	70	115	45
unclassified	unclassified	318	PI641249	116.11	126.41	130.9	131.32	136.65	94	139	77
unclassified	unclassified	319	PI508277	111.5	122.37	125.89	127.1	129.49	76	202	100
stiff stalk	stiff stalk	320	AMES26768	111.29	122.08	128.09	130.4	129.12	76	147	82
sweet corn	sweet corn	321	AMES22065	112.4	120.86	126.16	125.04	120.86	72	142	45
unclassified	unclassified	322	NSL22634	115.92	124.42	127.76	128.18	133.68	88	169	108
unclassified	unclassified	323	PI520770	108.86	120.76	122.33	124.06	136.88	73	139	51
unclassified	unclassified	324	NSL30874	114.72	124.01	127.27	129.6	134.54	82	169	90
stiff stalk	stiff stalk	325	AMES27185	116.6	125.85	129.09	131.36	128.59	77	148	61
unclassified	unclassified	326	PI606768	117.67	125.41	130.26	132.54	133.3	74	132	40
unclassified	unclassified	327	NSL437895	117.4	125.15	127.94	126.6	131.91	97	152	86
unclassified	unclassified	328	AMES26749	117.61	124.1	126.9	130.48	130.57	81	170	78
unclassified	unclassified	329	AMES26751	116.17	125.92	129.76	132.14	133.58	83	150	80
unclassified	unclassified	330	PI539921	117.22	124.62	125.9	126.21	116.89	68	112	43
sweet corn	sweet corn	331	PI233316	117.98	125.4	129.09	125.13	116.25	62	110	34
unclassified	unclassified	332	AMES12728	113.78	122.84	130.08	132.21	125.16	95	155	66
unclassified	unclassified	333	NSL32732	110.96	120.88	126.7	127.29	112.25	68	104	30
non-stiff stalk	non-stiff stalk	334	PI583351	115.11	124.27	126.84	128.73	123.61	77	122	46
unclassified	unclassified	335	AMES23407	113.25	121.07	127.28	128.88	127.07	83	138	60
unclassified	unclassified	336	AMES22760	117.77	126.06	128.87	127.96	134.55	90	185	100
non-stiff stalk	non-stiff stalk	337	PI601500	113.95	123.69	128.68	131.86	140.22	79	123	51
unclassified	unclassified	338	PI543847	117.92	125.91	128.25	131.05	132.79	77	115	51
unclassified	unclassified	339	AMES24715	110.46	122.66	124.97	128.94	132.23	75	126	27
unclassified	unclassified	340	NSL30880	113.77	123.76	125.95	126.07	121.57	81	186	97
unclassified	unclassified	341	AMES23438	119.56	123.63	128.38	127.78	126.66	66	158	66
sweet corn	sweet corn	342	PI550492	115.31	123.06	127.8	130.46	125.34	76	122	45
non-stiff stalk	non-stiff stalk	343	AMES24711	118.17	126.49	129.12	132.17	131.68	72	163	60
unclassified	unclassified	344	AMES26755	114.95	122.95	129.03	128.51	126.65	80	110	55
popcorn	popcorn	345	AMES28980	117.1	125.19	130.13	127.83	122.5	72	101	58
unclassified	unclassified	346	PI340822	117.42	123.56	125.45	123.66	114.59	59	85	17
unclassified	unclassified	347	PI200187	118.61	126.64	130.27	131.2	138.78	82	159	60
unclassified	unclassified	348	CIZE49	117.88	124.47	127.59	127.89	131.17	88	179	95
unclassified	unclassified	349	NSL30877	120.59	126.57	129.64	130.44	133.6	80	158	105
unclassified	unclassified	350	PI601007	118.83	125.36	129.28	129.64	128	73	145	70
unclassified	unclassified	351	NSL68252	115.72	124.57	128.94	128.52	136.03	90	146	64
unclassified	unclassified	352	PI594077	117.06	124.38	128.78	130.13	124.47	77	157	70
unclassified	unclassified	353	NSL437897	119.2	125.38	129.2	128.18	133.77	88	201	100
unclassified	unclassified	354	AMES26806	119.28	127.08	129.8	130.43	136.38	82	163	80
unclassified	unclassified	355	CIZE45	116.85	126.27	130.49	132.61	135.18	83	152	90
unclassified	unclassified	356	AMES23430	108.45	117.63	125.02	129.27	124.56	80	111	50
unclassified	unclassified	357	PI186224	112.12	120.65	126.22	129.2	132.85	84	131	72
unclassified	unclassified	358	PI198889	107.95	120.66	127.12	128.99	127.87	91	132	50
unclassified	unclassified	359	PI587129	116.65	123.2	127.38	129.79	133.46	76	100	33
unclassified	unclassified	360	AMES19000	115.69	124.34	130.08	130.87	135.38	79	97	52
stiff stalk	stiff stalk	361	AMES27053	116.02	123.96	127.19	130.04	128.5	79	135	75
unclassified	unclassified	362	AMES12727	112.73	121.1	127.06	126.47	131.92	89	141	61
unclassified	unclassified	363	PI555650	116.6	123.04	129.95	133.18	132.75	69	134	73
non-stiff stalk	non-stiff stalk	364	PI550464	113.5	121.68	126.71	128.96	126.89	77	114	52
non-stiff stalk	non-stiff stalk	365	AMES19016	117.18	121.64	129.21	129.37	132.29	78	142	54
unclassified	unclassified	366	PI559954	119.58	125.64	129.28	133.23	134.76	78	156	64
unclassified	unclassified	367	AMES23460	117.37	124.88	129.61	130.5	127.88	70	162	81
tropical	tropical	368	PI550908	113.11	123.14	129.42	133.53	134.72	103	191	122
tropical	tropical	369	PI641072	117.39	126.85	131.86	133.13	138.4	95	129	65
unclassified	unclassified	370	AMES23443	113.35	119.96	123.8	124.17	109.21	67	125	44
unclassified	unclassified	371	PI596356	114.9	122.85	129.44	130.04	135.08	78	149	70
unclassified	unclassified	372	NSL437891	115.05	123.4	128.56	127.82	132.59	95	158	83
unclassified	unclassified	373	AMES23452	117.12	121.61	126.14	126.09	116.03	67	107	50
unclassified	unclassified	374	AMES23445	117.17	124.34	128.56	127.27	130.55	68	116	45
unclassified	unclassified	375	AMES23499	115.61	121.26	125.25	124.89	126.74	64	116	42
unclassified	unclassified	376	AMES22442	116.4	126.95	127.92	127.92	130.49	74	157	75
stiff stalk	stiff stalk	377	PI601563	118.75	123.33	127.5	130.87	129.95	83	160	86
stiff stalk	stiff stalk	378	PI601784	120.46	126.65	132.98	131.69	135.7	73	139	57
unclassified	unclassified	379	PI594070	117.66	124.53	127.58	129.68	129.66	79	154	66
unclassified	unclassified	380	NSL65873	113.2	120.32	125.53	128.33	126.59	87	173	100
unclassified	unclassified	381	NSL30865	118.31	126.62	128.97	132.12	128.68	80	137	63
unclassified	unclassified	382	NSL30070	118.08	124.48	126.74	126.83	118.98	68	135	47
sweet corn	sweet corn	383	NSL42808	113.97	127.2	127.51	127	124.38	75	92	22
unclassified	unclassified	384	NSL437871	112.17	122.47	128.27	127.61	132.85	86	188	82
unclassified	unclassified	385	PI587151	113.01	124.27	125.92	129.58	133.94	78	142	59
unclassified	unclassified	386	NSL30912	114.13	124.62	131.55	132.39	141.12	88	119	61
unclassified	unclassified	387	PI236997	114.06	123.74	127.16	124.08	116.18	67	111	35
unclassified	unclassified	388	PI303933	112.28	121.38	126.86	128.38	129.12	72	123	64
unclassified	unclassified	389	PI601729	120.35	127.63	128.2	129.84	134.57	78	166	82
unclassified	unclassified	390	PI546485	118.65	126.64	128.41	129.18	131.4	75	132	66
non-stiff stalk	non-stiff stalk	391	PI601322	115.38	124.23	126.63	128.42	124.6	78	169	55
unclassified	unclassified	392	AMES26135	115.35	123.7	127.35	129.12	132.76	87	125	57
unclassified	unclassified	393	PI591022	117.41	124.51	125.88	128	130.05	88	162	68
unclassified	unclassified	394	AMES23497	118.25	124.08	126.72	127.34	126.8	67	112	52
unclassified	unclassified	395	AMES27043	108.55	120.59	123.14	124.3	125.69	70	131	50
unclassified	unclassified	396	PI608764	122.18	126.26	129.48	131.36	134.79	75	149	72
unclassified	unclassified	397	PI601211	114.58	121.73	126.84	128.85	125.69	77	112	59
popcorn	popcorn	398	AMES28982	115.62	123.05	128.42	127.5	127.49	71	117	65
unclassified	unclassified	399	NSL32723	116.69	124.29	122.97	123.94	127.09	59	79	23
popcorn	popcorn	400	AMES28999	116.28	124.39	130.22	131.25	134.34	80	155	90
unclassified	unclassified	401	NSL437960	114.09	123.73	126.43	130.61	134.56	85	136	71
non-stiff stalk	non-stiff stalk	402	PI601561	116.57	124.17	126.93	128.52	133.33	83	156	61
sweet corn	sweet corn	403	AMES22019	116.3	121.56	125.24	123.23	121.27	69	115	32
unclassified	unclassified	404	PI542957	115.03	124.86	129.35	130.67	135.46	83	138	73
unclassified	unclassified	405	NSL437968	114.44	124.25	127.64	131.63	129.04	98	159	76
unclassified	unclassified	406	PI221747	120.62	126.56	129.1	131.04	132.31	72	112	42
unclassified	unclassified	407	PI546494	115.14	123.18	128.12	125.84	123.9	69	122	70
unclassified	unclassified	408	NSL30872	116.24	122.75	128.32	128.76	122.22	80	139	65
unclassified	unclassified	409	PI601377	117.31	124.97	129.43	129.81	128.83	73	131	52
unclassified	unclassified	410	AMES27175	112.4	122.51	127.78	130.22	139.76	86	155	68
unclassified	unclassified	411	PI303924	118.98	125.19	126.17	123.72	118.79	68	113	48
unclassified	unclassified	412	NSL30873	118.1	125.1	127.43	129.99	130.53	75	140	61
unclassified	unclassified	413	NSL437920	116	124.42	129.02	130.74	133.51	82	159	68
stiff stalk	stiff stalk	414	PI601191	118.87	124.8	128.84	128.52	130.85	76	147	70
unclassified	unclassified	415	AMES26805	119.77	127.5	130.05	130.94	137.53	82	156	82
non-stiff stalk	non-stiff stalk	416	PI601316	113.63	124.03	130.85	130.39	136.77	75	117	47
stiff stalk	stiff stalk	417	PI648429	121.85	127.21	128.14	130.15	133.2	80	168	90
stiff stalk	stiff stalk	418	PI406125	110.45	120.73	127.31	128.22	130.54	76	130	44
non-stiff stalk	non-stiff stalk	419	PI601005	115.1	123.7	128	127.34	127.86	72	120	53
unclassified	unclassified	420	PI340827	113.72	121.51	125.51	126.88	121.25	82	125	64
unclassified	unclassified	421	NSL438042	110.59	121.63	124.76	125.37	128.95	93	157	66
unclassified	unclassified	422	AMES27069	118.01	126.66	127.67	130.21	135.32	77	110	62
unclassified	unclassified	423	PI554615	115.76	123.61	129.21	132.17	130.47	78	151	60
unclassified	unclassified	424	AMES26741	114.6	123.42	131.44	132.11	133.93	82	149	79
unclassified	unclassified	425	NSL30066	114.75	122.83	127.18	127.76	124.52	73	165	82
unclassified	unclassified	426	PI546483	119.97	124.52	128.93	130.4	132.52	76	150	53
unclassified	unclassified	427	PI539930	115.89	123.25	126.15	127.79	114.59	66	77	29
popcorn	popcorn	428	AMES29021	111.67	120.67	127.01	129.19	124.67	80	110	57
stiff stalk	stiff stalk	429	AMES19283	120.66	125.89	129.34	131.8	131.13	77	160	64
unclassified	unclassified	430	AMES12819	119.23	124.08	128.99	130.07	130.08	79	128	67
unclassified	unclassified	431	PI593014	115.21	124.03	127.66	131.42	129.82	80	122	65
unclassified	unclassified	432	AMES23498	117.44	124.69	128.42	129.15	126.04	71	137	62
popcorn	popcorn	433	AMES29010	114.71	123.5	128.87	129.47	131.27	78	144	68
non-stiff stalk	non-stiff stalk	434	PI600751	112.81	121.22	128.67	130.92	132.22	85	145	60
stiff stalk	stiff stalk	435	AMES28417	110.84	120.3	125.09	131.22	138.61	80	138	46
stiff stalk	stiff stalk	436	PI550461	116.04	124.22	128	129.32	130.36	83	136	67
sweet corn	sweet corn	437	PI358535	111.62	121.18	127.21	127.91	134.98	73	147	42
unclassified	unclassified	438	AMES27046	117.23	122.58	126.45	127.14	122.25	72	133	35
unclassified	unclassified	439	PI559944	118.91	124.2	128.24	129.02	130.55	77	169	59
unclassified	unclassified	440	CIZE317	113.15	123.43	129.49	129.92	130.23	93	167	94
unclassified	unclassified	441	PI531510	118.49	126.24	130.51	132.28	133.92	78	166	81
unclassified	unclassified	442	PI601171	112.16	123.16	129.58	132.33	134.02	78	145	76
unclassified	unclassified	443	PI270297	99.64	106.5	121.04	124.95	135.13	93	151	53
stiff stalk	stiff stalk	444	PI539922	121.55	126.17	129.19	130.06	132.24	78	144	67
unclassified	unclassified	445	PI535920	113.92	122.36	126.42	127.31	126.61	65	124	41
tropical	tropical	446	AMES27101	116.87	124.04	130.8	128.79	133.37	96	192	111
unclassified	unclassified	447	AMES27037	116.24	121.19	125.01	124.53	120.69	65	94	49
non-stiff stalk	non-stiff stalk	448	PI564682	115.14	124.63	130.49	131.59	131.18	80	134	53
popcorn	popcorn	449	AMES29022	114.81	124.06	126.48	128.61	128.2	84	170	104
unclassified	unclassified	450	PI186184	114.27	125.29	129.25	131.54	137.24	80	142	80
unclassified	unclassified	451	PI592741	116.69	124.61	128.86	131.49	136.06	80	111	60
sweet corn	sweet corn	452	NSL42807	120.31	127.71	130.91	129.56	126.08	72	102	59
non-stiff stalk	non-stiff stalk	453	PI601727	115.5	123.57	128.24	128.02	129.26	69	124	61
stiff stalk	stiff stalk	454	AMES19311	107.23	118.43	126.69	128.69	134.15	69	109	43
sweet corn	sweet corn	455	PI358536	118.38	125.81	129.54	129.19	125.42	71	151	53
popcorn	popcorn	456	AMES29014	115.72	124.72	129.55	129.52	133.56	79	137	63
non-stiff stalk	non-stiff stalk	457	PI601566	116.74	124.58	128.31	130.54	132.34	79	108	46
popcorn	unclassified	458	AMES29023	116.91	122.04	127.18	128.63	126.73	84	156	103
unclassified	unclassified	459	PI583774	118.87	123.23	128.84	130.57	131.42	72	135	58
sweet corn	sweet corn	460	PI358527	114.27	123.73	125.5	126.54	122.27	71	135	59
unclassified	unclassified	461	PI558522	113.54	124.73	128.68	128.46	134.85	89	161	86
non-stiff stalk	non-stiff stalk	462	PI601470	113.28	124.84	128.38	132.23	135.75	80	183	71
stiff stalk	stiff stalk	463	AMES25374	112.98	123.72	128.81	130.63	133.07	81	161	85
unclassified	unclassified	464	PI594066	116.29	125.32	128.11	130.66	136.89	78	167	79
unclassified	unclassified	465	PI587124	115.02	122.81	128.18	126.26	124.28	70	111	53
stiff stalk	stiff stalk	466	PI601780	120.43	128.87	129.49	128.53	132.18	72	153	73
non-stiff stalk	non-stiff stalk	467	AMES26748	114.34	122.12	126.6	128.42	122.09	78	141	81
unclassified	unclassified	468	NSL29316	120.72	128.34	133.03	131.59	134.44	80	181	96
unclassified	unclassified	469	AMES23395	113.65	120.81	125.24	124.31	117.66	70	130	42
unclassified	unclassified	470	PI405712	106.79	116.27	120.92	124.4	126.97	80	141	87
stiff stalk	stiff stalk	471	AMES27138	117.84	125.62	128.09	132.53	125.65	77	137	47
stiff stalk	stiff stalk	472	PI648427	123.04	128.88	129.33	132.91	129.72	77	157	85
unclassified	unclassified	473	AMES23415	118.88	127.73	129.52	130.78	131.86	74	104	51
unclassified	unclassified	474	PI559949	116.49	123.99	129.2	129.55	134.82	68	164	75
unclassified	unclassified	475	AMES23420	114.48	122.83	127.2	126.25	121.35	72	154	91
unclassified	unclassified	476	AMES27068	113.11	122.75	126.71	129.09	131.23	76	129	33
unclassified	unclassified	477	PI638550	118.59	124.65	128.81	133.15	135.04	81	159	91
unclassified	unclassified	478	PI340812	117.65	126.09	128.6	127.13	132.19	74	136	72
unclassified	unclassified	479	PI531511	117.4	126.96	130.8	132.44	136.57	82	171	64
unclassified	unclassified	480	AMES26604	113.11	122.37	123.58	125.24	133.34	88	181	94
unclassified	unclassified	481	NSL437925	114.82	123.27	126.85	128.59	128.74	82	175	83
unclassified	unclassified	482	PI221734	113.61	123.52	127.54	129.4	133.2	84	130	59
non-stiff stalk	non-stiff stalk	483	AMES19288	117.36	126.29	130.19	129.53	131.62	74	140	67
unclassified	unclassified	484	PI554616	112.67	120.47	124.9	126.44	122.15	69	113	24
popcorn	unclassified	485	AMES29000	115.78	124.52	130.27	128.4	131.85	80	147	77
unclassified	unclassified	486	AMES27158	114.34	121.52	128.98	126.82	132.23	85	137	49
non-stiff stalk	non-stiff stalk	487	PI601008	114.3	123.86	129.04	132.17	134.75	80	157	72
unclassified	unclassified	488	AMES26746	114	123.89	129.27	131.59	128.08	81	152	78
unclassified	unclassified	489	PI415078	114.18	122.35	124.9	124.81	109.51	65	84	46
unclassified	unclassified	490	AMES26804	118.96	126.22	131.27	133.2	135.56	81	121	40
unclassified	unclassified	491	PI594052	113.72	122.67	127.97	131.41	129.49	90	170	76
unclassified	unclassified	492	AMES23392	114.88	121.82	125.49	125.85	125.79	66	104	38
unclassified	unclassified	493	PI601612	114.15	123.88	127.36	128.87	128.63	80	167	84
unclassified	unclassified	494	PI594084	116.95	123.49	129.84	131.16	133.67	81	112	48
unclassified	unclassified	495	PI561695	111.97	120.53	122.61	126.09	132.09	76	132	44
non-stiff stalk	non-stiff stalk	496	PI601686	118.88	126.09	129.88	132.36	136.76	83	167	75
stiff stalk	stiff stalk	497	PI601778	116.8	124.28	128.8	129.67	128.06	74	148	57
unclassified	unclassified	498	AMES27064	113.51	122.04	125.85	127.18	132.08	86	95	57
unclassified	unclassified	499	PI535927	117.81	123.54	124.86	122.38	111.81	67	123	51
unclassified	unclassified	500	NSL437879	114.8	122.39	129.12	132.42	133.59	98	160	81
non-stiff stalk	non-stiff stalk	501	AMES24989	118.16	124.11	129.08	130.62	124.93	83	146	75
unclassified	unclassified	502	AMES23391	117.94	122.07	126.14	123.53	119.81	64	142	49
non-stiff stalk	non-stiff stalk	503	AMES19287	112.05	121.39	126.7	130.05	132.83	80	144	43
unclassified	unclassified	504	AMES26114	112.14	122	126.75	129.09	128.28	91	158	78
unclassified	unclassified	505	PI186226	106.22	118.26	122.9	126	137.1	80	85	43
tropical	tropical	506	PI550920	117.73	126.24	130.37	129.08	132.62	105	171	99
unclassified	unclassified	507	AMES12731	118.14	124.4	130.63	130.33	132.89	86	145	69
unclassified	unclassified	508	AMES27019	117.36	126.2	128.64	130.57	132.9	72	173	85
unclassified	unclassified	509	AMES26788	111.97	121.71	126.48	127.17	131.73	92	134	80
unclassified	unclassified	510	PI587144	111.41	121.67	126.14	128.09	128.7	93	151	68
sweet corn	non-stiff stalk	511	AMES26764	114.42	124.41	130.4	131.48	131.91	78	163	69
non-stiff stalk	non-stiff stalk	512	PI587139	118.52	125.23	131.29	131.85	125.83	70	142	44
unclassified	unclassified	513	AMES23423	117.66	124.58	127.22	128.43	133.85	73	143	66
unclassified	unclassified	514	PI221811	110.46	122.63	124.85	127.87	132.6	84	146	83
sweet corn	sweet corn	515	AMES27444	109.79	120	125.73	132.25	129.33	81	115	42
popcorn	popcorn	516	PI587131	117.19	124.29	128.04	130.88	135.2	78	158	89
unclassified	unclassified	517	NSL437998	115.42	122.52	126.98	130.82	131.69	85	129	67
non-stiff stalk	non-stiff stalk	518	PI608774	117.57	124.18	129.51	133.01	134.15	74	137	68
unclassified	unclassified	519	PI601781	114.34	124.14	128.09	126.11	127.29	70	140	59
popcorn	unclassified	520	PI340870	107.44	121.01	127.06	130.2	128.8	89	127	84
stiff stalk	stiff stalk	521	PI601564	117.74	126.58	130.14	134.35	137.23	79	142	67
unclassified	unclassified	522	PI594064	117.88	124.97	130.7	130.31	129.64	76	157	55
popcorn	unclassified	523	PI553060	107.97	118.31	124.45	127.81	125.02	80	130	65
unclassified	unclassified	524	NSL242483	113.42	123.12	125.84	128.16	123.27	86	163	81
non-stiff stalk	non-stiff stalk	525	PI594049	115.17	123.54	129.81	131.34	133.86	80	142	54
unclassified	unclassified	526	AMES27180	114.98	124.86	128.28	129.13	134.67	79	159	56
unclassified	unclassified	527	AMES26137	114.26	122.46	124.52	125.99	121.73	79	163	75
unclassified	unclassified	528	AMES23410	112.96	120.1	126.55	129.55	121.14	84	133	64
unclassified	unclassified	529	PI522252	115.31	122.18	125.7	124.69	123.21	66	94	46
unclassified	unclassified	530	PI198902	106.21	119.7	121.5	125.6	138.28	80	139	70
sweet corn	sweet corn	531	AMES22042	110.82	119.87	124.54	125.11	129.36	71	99	38
unclassified	unclassified	532	PI548830	116.76	124.55	129.08	126.56	125.45	72	120	64
stiff stalk	stiff stalk	533	PI539924	118.39	124.18	126.37	125.31	121.93	71	127	56
sweet corn	sweet corn	534	PI644099	113.89	124.95	127.49	126	127.66	72	93	42
sweet corn	sweet corn	535	AMES27119	113.56	123.06	129.91	125.57	123.7	71	110	38
unclassified	unclassified	536	AMES26127	114.21	122.5	124.52	126.29	135.74	83	135	71
unclassified	unclassified	537	NSL42804	117.33	124.35	127.86	130.19	135.58	78	148	80
unclassified	unclassified	538	NSL22635	114.6	124.11	127.82	130.24	128.23	81	142	58
unclassified	unclassified	539	NSL438039	115.25	124.03	129.07	128.94	133.07	100	161	71
non-stiff stalk	non-stiff stalk	540	PI561565	115.76	125.78	128.92	132.73	135.58	84	166	85
unclassified	unclassified	541	AMES22762	111.83	120.32	124.91	129.89	131.89	85	155	92
unclassified	unclassified	542	PI415087	113.17	122.94	128.09	127.56	130.54	78	115	58
stiff stalk	stiff stalk	543	PI550526	116.79	123.98	127.41	128.66	132.3	87	162	105
unclassified	unclassified	544	AMES28367	114.56	123.25	126.85	129.28	130.6	91	185	111
tropical	tropical	545	AMES27081	118.64	126.83	130.14	131.47	130.8	91	158	93
sweet corn	sweet corn	546	PI233314	114.97	121.02	124.29	124.27	121.06	62	82	24
tropical	tropical	547	PI595541	118.17	125.02	132.06	131.78	137.26	103	144	90
stiff stalk	stiff stalk	548	NSL65866	117.62	125.69	130.33	130.95	133.34	77	156	74
non-stiff stalk	non-stiff stalk	549	PI587150	119.4	124.92	132.12	134.58	135.19	80	154	63
unclassified	unclassified	550	PI221794	115.68	124.31	128.96	129.76	131.06	88	132	62
unclassified	unclassified	551	AMES21512	114.32	122.57	127.53	129.82	129.24	86	131	64
unclassified	unclassified	552	PI594062	116.46	124.48	129.35	129.68	133.28	79	159	76
non-stiff stalk	non-stiff stalk	553	PI601459	121.54	128.25	130.92	131.34	136.84	74	134	76
sweet corn	sweet corn	554	PI358528	111.8	122.47	126.19	128.79	125.08	80	148	60
unclassified	unclassified	555	PI221773	115.8	124.21	128.19	128.87	131.74	89	171	90
sweet corn	sweet corn	556	AMES22053	114.91	122.8	128.88	126.4	119.45	68	98	42
unclassified	unclassified	557	AMES24729	116.38	125.46	129.58	130.05	129.66	69	180	110
unclassified	unclassified	558	PI594079	116.28	124.92	128.84	130.88	130.55	78	92	36
unclassified	unclassified	559	AMES23401	114.45	122.89	128.59	129.8	119.24	71	115	50
unclassified	unclassified	560	AMES12824	113.9	121.92	126.12	128.27	129.2	79	145	70
non-stiff stalk	non-stiff stalk	561	PI597925	117.77	124.45	129.87	128.64	132.16	72	154	83
unclassified	unclassified	562	AMES28944	114.66	122.78	124.79	129.89	132.33	83	120	50
popcorn	popcorn	563	AMES28972	117.57	124.47	127.94	126.71	123.27	71	123	60
sweet corn	sweet corn	564	AMES22040	111.93	119.66	124.59	125.78	130.97	65	75	20
sweet corn	sweet corn	565	AMES22027	116.8	124.96	129.93	131.81	135.48	70	116	45
landraces	landraces	566	AMES30523	116.49	122.78	124.22	121.73	124.2	66	72	10
popcorn	popcorn	567	PI340868	114.71	122.44	126.41	130.59	133.75	75	106	62
unclassified	unclassified	568	AMES26795	115.66	124.34	127.82	126.84	131.76	84	125	47
tropical	tropical	569	PI561604	118.2	123.7	127.54	129.29	131.14	98	198	125
unclassified	unclassified	570	NSL30866	115.44	122.9	128.91	128.24	126.08	80	144	61
unclassified	unclassified	571	NSL32727	114.55	124.57	127.37	126.62	128.76	71	142	80
unclassified	unclassified	572	AMES27067	112.97	122.48	125.04	123.92	115.24	66	107	53
unclassified	unclassified	573	PI542937	113.05	124.96	131.5	132.04	134.17	94	161	98
unclassified	unclassified	574	NSL22630	114.92	123.29	129.33	131.07	131.35	80	163	86
unclassified	unclassified	575	PI433487	115.81	122.25	120.99	122.02	126.13	58	94	25
unclassified	unclassified	576	AMES24717	115.25	122.38	127.14	130.8	126.7	81	147	74
unclassified	unclassified	577	PI550573	116.7	123.05	128.83	126.7	121.65	70	109	52
unclassified	unclassified	578	PI221743	117.18	124.54	128.07	133.32	132.05	74	107	63
stiff stalk	stiff stalk	579	AMES24730	112.6	122.98	127.05	129.73	124.76	80	125	53
unclassified	unclassified	580	PI548839	117.16	123.02	127.5	132.51	131.3	77	140	56
unclassified	unclassified	581	NSL438031	115.7	124.39	128.53	128.69	131.63	87	167	80
unclassified	unclassified	582	PI601777	119.35	125.31	128.89	131.91	133.9	74	179	65
unclassified	unclassified	583	AMES26122	111.41	122.59	129.68	131.02	134.3	88	148	76
unclassified	unclassified	584	AMES23406	111.76	120.78	126.66	126.42	121.74	71	133	55
stiff stalk	stiff stalk	585	PI509542	117.38	124.28	128.04	129.12	129.63	80	159	73
unclassified	unclassified	586	PI415080	114.51	123.52	124.68	124.14	124.01	68	110	52
unclassified	unclassified	587	PI200182	116.29	122.85	126.14	129.91	128.54	79	170	61
unclassified	unclassified	588	AMES27166	114.7	124.18	129.24	131.42	134.55	90	162	82
unclassified	unclassified	589	NSL438036	114.15	123.38	128.87	129.39	131.92	82	151	64
unclassified	unclassified	590	AMES22794	111.04	121.36	124.28	126.95	120.32	70	112	56
unclassified	unclassified	591	PI550520	110.71	121.81	126.77	128.2	119.7	87	162	70
unclassified	unclassified	592	PI257514	113.81	122.98	126.25	127.43	121.38	70	110	53
unclassified	unclassified	593	PI550489	119.47	126.77	127.52	125.63	113.88	64	128	46
unclassified	unclassified	594	PI550514	118.74	125.22	125.69	129.6	134.8	87	165	70
sweet corn	sweet corn	595	AMES23507	120.11	125.66	126.74	122.9	120.05	63	86	27
unclassified	unclassified	596	PI340825	117.6	123.64	126.7	124.99	117.44	65	84	32
unclassified	unclassified	597	NSL32725	115.03	122.62	126.76	125.93	106.06	64	108	43
tropical	tropical	598	PI641254	116.03	122.62	126.8	129.87	132.73	91	165	61
unclassified	unclassified	599	AMES10272	111.95	123.12	129.24	128.91	132.16	94	163	92
unclassified	unclassified	600	PI303929	111.21	121.95	127.15	125.03	135.32	84	150	85
unclassified	unclassified	601	PI601467	117.27	122.98	127.88	124.27	114.99	65	115	33
unclassified	unclassified	602	PI303938	114.7	125.12	128.03	126.82	122.81	69	112	60
unclassified	unclassified	603	NSL30073	117.34	124.36	129.82	129.33	123.2	70	166	70
unclassified	unclassified	604	AMES26773	114.7	121.13	126.67	129.59	125.97	92	191	106
unclassified	unclassified	605	PI531084	113.35	122.83	127.5	129.95	134.26	89	147	60
landraces	landraces	606	AMES30537	116.56	123.66	130.43	132.22	139.22	103	186	131
popcorn	popcorn	607	AMES29018	121.83	128.38	130.64	127.94	130.37	75	138	77
stiff stalk	stiff stalk	608	AMES23471	111.37	119.88	125.31	127.18	125.34	85	134	57
unclassified	unclassified	609	PI601321	122.65	126.81	128.6	127.08	121.76	65	133	59
unclassified	unclassified	610	AMES24719	116.92	125.91	130.39	132.06	131.37	73	144	80
unclassified	unclassified	611	CIZE86	111.53	120.76	127.91	130.72	134.95	93	131	72
popcorn	popcorn	612	AMES28994	115.64	124.77	130.3	128.87	131.01	75	123	70
unclassified	unclassified	613	NSL42878	114.05	120.24	123.86	124.11	123.57	67	91	25
unclassified	unclassified	614	PI608766	115.68	123.14	128.71	131.58	130.57	83	122	66
non-stiff stalk	non-stiff stalk	615	NSL30053	116.82	124.81	129.59	130.91	130.55	76	128	40
non-stiff stalk	non-stiff stalk	616	AMES19319	114.3	123.32	128.57	131.24	132.24	80	122	50
unclassified	unclassified	617	AMES23422	117.24	122.62	127.59	128.81	119.62	70	143	82
unclassified	unclassified	618	PI544065	115.52	123.51	128.67	132.35	138.39	79	135	53
unclassified	unclassified	619	NSL29303	116.91	125.51	130.29	132.3	131.08	76	150	58
unclassified	unclassified	620	PI559916	116.49	123.69	128.22	127.35	123.39	70	147	55
unclassified	unclassified	621	AMES27116	115.34	125.89	132.07	131.65	138.77	90	125	58
